date,center_id,city,donor_count,temp_max,precipitation,day_of_week,is_holiday,month,year,day_of_year,is_weekend,season,donor_lag_7,donor_lag_14,rolling_7day_avg,rolling_14day_avg
2021-05-09,center_dallas,Dallas,505,29.3,2.0,6,0,5,2021,129,1,1,455.0,463.0,771.5714285714286,754.4285714285714
2021-05-10,center_dallas,Dallas,729,24.4,27.0,0,0,5,2021,130,0,1,969.0,932.0,778.7142857142857,757.4285714285714
2021-05-11,center_dallas,Dallas,724,18.9,20.1,1,0,5,2021,131,0,1,711.0,858.0,744.4285714285714,742.9285714285714
2021-05-12,center_dallas,Dallas,1010,19.2,0.8,2,0,5,2021,132,0,1,972.0,986.0,746.2857142857143,733.3571428571429
2021-05-13,center_dallas,Dallas,883,22.4,0.0,3,0,5,2021,133,0,1,870.0,663.0,751.7142857142857,735.0714285714286
2021-05-14,center_dallas,Dallas,782,23.7,0.0,4,0,5,2021,134,0,1,815.0,726.0,753.5714285714286,750.7857142857143
2021-05-15,center_dallas,Dallas,585,26.2,0.0,5,0,5,2021,135,1,1,609.0,533.0,748.8571428571429,754.7857142857143
2021-05-16,center_dallas,Dallas,349,24.5,22.6,6,0,5,2021,136,1,1,505.0,455.0,745.4285714285714,758.5
2021-05-17,center_dallas,Dallas,807,28.9,8.3,0,0,5,2021,137,0,1,729.0,969.0,723.1428571428571,750.9285714285714
2021-05-18,center_dallas,Dallas,829,25.9,10.5,1,0,5,2021,138,0,1,724.0,711.0,734.2857142857143,739.3571428571429
2021-05-19,center_dallas,Dallas,866,26.4,0.7,2,0,5,2021,139,0,1,1010.0,972.0,749.2857142857143,747.7857142857143
2021-05-20,center_dallas,Dallas,652,24.0,24.5,3,0,5,2021,140,0,1,883.0,870.0,728.7142857142857,740.2142857142857
2021-05-21,center_dallas,Dallas,832,27.0,1.6,4,0,5,2021,141,0,1,782.0,815.0,695.7142857142857,724.6428571428571
2021-05-22,center_dallas,Dallas,505,26.5,8.8,5,0,5,2021,142,1,1,585.0,609.0,702.8571428571429,725.8571428571429
2021-05-23,center_dallas,Dallas,451,24.2,19.3,6,0,5,2021,143,1,1,349.0,505.0,691.4285714285714,718.4285714285714
2021-05-24,center_dallas,Dallas,625,25.6,20.5,0,0,5,2021,144,0,1,807.0,729.0,706.0,714.5714285714286
2021-05-25,center_dallas,Dallas,709,26.8,56.6,1,0,5,2021,145,0,1,829.0,724.0,680.0,707.1428571428571
2021-05-26,center_dallas,Dallas,962,30.4,0.4,2,0,5,2021,146,0,1,866.0,1010.0,662.8571428571429,706.0714285714286
2021-05-27,center_dallas,Dallas,967,29.5,0.5,3,0,5,2021,147,0,1,652.0,883.0,676.5714285714286,702.6428571428571
2021-05-28,center_dallas,Dallas,627,28.5,30.0,4,0,5,2021,148,0,1,832.0,782.0,721.5714285714286,708.6428571428571
2021-05-29,center_dallas,Dallas,646,27.5,0.6,5,0,5,2021,149,1,1,505.0,585.0,692.2857142857143,697.5714285714286
2021-05-30,center_dallas,Dallas,475,25.7,0.2,6,0,5,2021,150,1,1,451.0,349.0,712.4285714285714,701.9285714285714
2021-05-31,center_dallas,Dallas,423,26.0,8.6,0,1,5,2021,151,0,1,625.0,807.0,715.8571428571429,710.9285714285714
2021-06-01,center_dallas,Dallas,785,24.2,16.4,1,0,6,2021,152,0,2,709.0,829.0,687.0,683.5
2021-06-02,center_dallas,Dallas,842,25.2,0.5,2,0,6,2021,153,0,2,962.0,866.0,697.8571428571429,680.3571428571429
2021-06-03,center_dallas,Dallas,852,26.4,0.1,3,0,6,2021,154,0,2,967.0,652.0,680.7142857142857,678.6428571428571
2021-06-04,center_dallas,Dallas,826,25.4,2.0,4,0,6,2021,155,0,2,627.0,832.0,664.2857142857143,692.9285714285714
2021-06-05,center_dallas,Dallas,539,27.1,15.3,5,0,6,2021,156,1,2,646.0,505.0,692.7142857142857,692.5
2021-06-06,center_dallas,Dallas,347,28.5,31.1,6,0,6,2021,157,1,2,475.0,451.0,677.4285714285714,694.9285714285714
2021-06-07,center_dallas,Dallas,628,25.6,34.9,0,0,6,2021,158,0,2,423.0,625.0,659.1428571428571,687.5
2021-06-08,center_dallas,Dallas,912,31.0,0.8,1,0,6,2021,159,0,2,785.0,709.0,688.4285714285714,687.7142857142857
2021-06-09,center_dallas,Dallas,920,31.5,1.9,2,0,6,2021,160,0,2,842.0,962.0,706.5714285714286,702.2142857142857
2021-06-10,center_dallas,Dallas,938,31.0,0.0,3,0,6,2021,161,0,2,852.0,967.0,717.7142857142857,699.2142857142857
2021-06-11,center_dallas,Dallas,824,32.2,0.4,4,0,6,2021,162,0,2,826.0,627.0,730.0,697.1428571428571
2021-06-12,center_dallas,Dallas,568,33.3,0.0,5,0,6,2021,163,1,2,539.0,646.0,729.7142857142857,711.2142857142857
2021-06-13,center_dallas,Dallas,460,33.9,0.4,6,0,6,2021,164,1,2,347.0,475.0,733.8571428571429,705.6428571428571
2021-06-14,center_dallas,Dallas,946,33.3,1.6,0,0,6,2021,165,0,2,628.0,423.0,750.0,704.5714285714286
2021-06-15,center_dallas,Dallas,867,33.2,0.0,1,0,6,2021,166,0,2,912.0,785.0,795.4285714285714,741.9285714285714
2021-06-16,center_dallas,Dallas,868,34.2,0.0,2,0,6,2021,167,0,2,920.0,842.0,789.0,747.7857142857143
2021-06-17,center_dallas,Dallas,825,33.8,0.0,3,0,6,2021,168,0,2,938.0,852.0,781.5714285714286,749.6428571428571
2021-06-18,center_dallas,Dallas,349,33.2,0.0,4,1,6,2021,169,0,2,824.0,826.0,765.4285714285714,747.7142857142857
2021-06-19,center_dallas,Dallas,284,33.5,0.0,5,1,6,2021,170,1,2,568.0,539.0,697.5714285714286,713.6428571428571
2021-06-20,center_dallas,Dallas,512,34.8,0.0,6,0,6,2021,171,1,2,460.0,347.0,657.0,695.4285714285714
2021-06-21,center_dallas,Dallas,799,33.0,6.2,0,0,6,2021,172,0,2,946.0,628.0,664.4285714285714,707.2142857142857
2021-06-22,center_dallas,Dallas,751,28.6,9.1,1,0,6,2021,173,0,2,867.0,912.0,643.4285714285714,719.4285714285714
2021-06-23,center_dallas,Dallas,989,34.0,0.8,2,0,6,2021,174,0,2,868.0,920.0,626.8571428571429,707.9285714285714
2021-06-24,center_dallas,Dallas,713,35.5,0.0,3,0,6,2021,175,0,2,825.0,938.0,644.1428571428571,712.8571428571429
2021-06-25,center_dallas,Dallas,634,35.4,0.1,4,0,6,2021,176,0,2,349.0,824.0,628.1428571428571,696.7857142857143
2021-06-26,center_dallas,Dallas,621,34.8,0.3,5,0,6,2021,177,1,2,284.0,568.0,668.8571428571429,683.2142857142857
2021-06-27,center_dallas,Dallas,436,32.1,5.3,6,0,6,2021,178,1,2,512.0,460.0,717.0,687.0
2021-06-28,center_dallas,Dallas,812,27.0,16.0,0,0,6,2021,179,0,2,799.0,946.0,706.1428571428571,685.2857142857143
2021-06-29,center_dallas,Dallas,733,29.3,43.5,1,0,6,2021,180,0,2,751.0,867.0,708.0,675.7142857142857
2021-06-30,center_dallas,Dallas,934,29.4,4.2,2,0,6,2021,181,0,2,989.0,868.0,705.4285714285714,666.1428571428571
2021-07-01,center_dallas,Dallas,853,32.1,0.6,3,0,7,2021,182,0,2,713.0,825.0,697.5714285714286,670.8571428571429
2021-07-02,center_dallas,Dallas,626,29.8,16.7,4,0,7,2021,183,0,2,634.0,349.0,717.5714285714286,672.8571428571429
2021-07-03,center_dallas,Dallas,458,28.9,26.2,5,0,7,2021,184,1,2,621.0,284.0,716.4285714285714,692.6428571428571
2021-07-04,center_dallas,Dallas,245,29.5,4.0,6,1,7,2021,185,1,2,436.0,512.0,693.1428571428571,705.0714285714286
2021-07-05,center_dallas,Dallas,431,29.9,0.7,0,1,7,2021,186,0,2,812.0,799.0,665.8571428571429,686.0
2021-07-06,center_dallas,Dallas,759,31.1,21.1,1,0,7,2021,187,0,2,733.0,751.0,611.4285714285714,659.7142857142857
2021-07-07,center_dallas,Dallas,945,30.8,1.7,2,0,7,2021,188,0,2,934.0,989.0,615.1428571428571,660.2857142857143
2021-07-08,center_dallas,Dallas,925,31.9,0.1,3,0,7,2021,189,0,2,853.0,713.0,616.7142857142857,657.1428571428571
2021-07-09,center_dallas,Dallas,729,31.1,2.2,4,0,7,2021,190,0,2,626.0,634.0,627.0,672.2857142857143
2021-07-10,center_dallas,Dallas,608,33.1,0.6,5,0,7,2021,191,1,2,458.0,621.0,641.7142857142857,679.0714285714286
2021-07-11,center_dallas,Dallas,524,33.0,0.5,6,0,7,2021,192,1,2,245.0,436.0,663.1428571428571,678.1428571428571
2021-07-12,center_dallas,Dallas,915,31.8,0.7,0,0,7,2021,193,0,2,431.0,812.0,703.0,684.4285714285714
2021-07-13,center_dallas,Dallas,949,32.5,0.5,1,0,7,2021,194,0,2,759.0,733.0,772.1428571428571,691.7857142857143
2021-07-14,center_dallas,Dallas,853,31.8,0.1,2,0,7,2021,195,0,2,945.0,934.0,799.2857142857143,707.2142857142857
2021-07-15,center_dallas,Dallas,831,32.2,3.0,3,0,7,2021,196,0,2,925.0,853.0,786.1428571428571,701.4285714285714
2021-07-16,center_dallas,Dallas,810,34.2,0.0,4,0,7,2021,197,0,2,729.0,626.0,772.7142857142857,699.8571428571429
2021-07-17,center_dallas,Dallas,657,35.0,0.0,5,0,7,2021,198,1,2,608.0,458.0,784.2857142857143,713.0
2021-07-18,center_dallas,Dallas,505,34.8,0.0,6,0,7,2021,199,1,2,524.0,245.0,791.2857142857143,727.2142857142857
2021-07-19,center_dallas,Dallas,602,29.2,60.6,0,0,7,2021,200,0,2,915.0,431.0,788.5714285714286,745.7857142857143
2021-07-20,center_dallas,Dallas,862,29.6,7.4,1,0,7,2021,201,0,2,949.0,759.0,743.8571428571429,758.0
2021-07-21,center_dallas,Dallas,872,30.0,1.0,2,0,7,2021,202,0,2,853.0,945.0,731.4285714285714,765.3571428571429
2021-07-22,center_dallas,Dallas,893,33.2,0.0,3,0,7,2021,203,0,2,831.0,925.0,734.1428571428571,760.1428571428571
2021-07-23,center_dallas,Dallas,782,34.8,0.1,4,0,7,2021,204,0,2,810.0,729.0,743.0,757.8571428571429
2021-07-24,center_dallas,Dallas,443,37.0,0.0,5,0,7,2021,205,1,2,657.0,608.0,739.0,761.6428571428571
2021-07-25,center_dallas,Dallas,405,37.2,0.0,6,0,7,2021,206,1,2,505.0,524.0,708.4285714285714,749.8571428571429
2021-07-26,center_dallas,Dallas,709,36.8,0.0,0,0,7,2021,207,0,2,602.0,915.0,694.1428571428571,741.3571428571429
2021-07-27,center_dallas,Dallas,788,36.3,0.0,1,0,7,2021,208,0,2,862.0,949.0,709.4285714285714,726.6428571428571
2021-07-28,center_dallas,Dallas,888,35.0,0.1,2,0,7,2021,209,0,2,872.0,853.0,698.8571428571429,715.1428571428571
2021-07-29,center_dallas,Dallas,712,35.2,0.1,3,0,7,2021,210,0,2,893.0,831.0,701.1428571428571,717.6428571428571
2021-07-30,center_dallas,Dallas,561,35.6,0.2,4,0,7,2021,211,0,2,782.0,810.0,675.2857142857143,709.1428571428571
2021-07-31,center_dallas,Dallas,471,36.3,0.0,5,0,7,2021,212,1,2,443.0,657.0,643.7142857142857,691.3571428571429
2021-08-01,center_dallas,Dallas,504,34.3,2.2,6,0,8,2021,213,1,2,405.0,505.0,647.7142857142857,678.0714285714286
2021-08-02,center_dallas,Dallas,630,29.2,64.8,0,0,8,2021,214,0,2,709.0,602.0,661.8571428571429,678.0
2021-08-03,center_dallas,Dallas,838,29.9,0.6,1,0,8,2021,215,0,2,788.0,862.0,650.5714285714286,680.0
2021-08-04,center_dallas,Dallas,838,30.4,0.3,2,0,8,2021,216,0,2,888.0,872.0,657.7142857142857,678.2857142857143
2021-08-05,center_dallas,Dallas,833,31.0,0.0,3,0,8,2021,217,0,2,712.0,893.0,650.5714285714286,675.8571428571429
2021-08-06,center_dallas,Dallas,698,32.2,0.0,4,0,8,2021,218,0,2,561.0,782.0,667.8571428571429,671.5714285714286
2021-08-07,center_dallas,Dallas,620,32.9,0.7,5,0,8,2021,219,1,2,471.0,443.0,687.4285714285714,665.5714285714286
2021-08-08,center_dallas,Dallas,364,35.8,0.0,6,0,8,2021,220,1,2,504.0,405.0,708.7142857142857,678.2142857142857
2021-08-09,center_dallas,Dallas,670,36.3,0.0,0,0,8,2021,221,0,2,630.0,709.0,688.7142857142857,675.2857142857143
2021-08-10,center_dallas,Dallas,680,36.3,0.0,1,0,8,2021,222,0,2,838.0,788.0,694.4285714285714,672.5
2021-08-11,center_dallas,Dallas,803,36.3,0.0,2,0,8,2021,223,0,2,838.0,888.0,671.8571428571429,664.7857142857143
2021-08-12,center_dallas,Dallas,715,36.0,0.0,3,0,8,2021,224,0,2,833.0,712.0,666.8571428571429,658.7142857142857
2021-08-13,center_dallas,Dallas,834,34.5,0.0,4,0,8,2021,225,0,2,698.0,561.0,650.0,658.9285714285714
2021-08-14,center_dallas,Dallas,536,31.5,7.5,5,0,8,2021,226,1,2,620.0,471.0,669.4285714285714,678.4285714285714
2021-08-15,center_dallas,Dallas,488,30.6,3.1,6,0,8,2021,227,1,2,364.0,504.0,657.4285714285714,683.0714285714286
2021-08-16,center_dallas,Dallas,902,30.1,0.9,0,0,8,2021,228,0,2,670.0,630.0,675.1428571428571,681.9285714285714
2021-08-17,center_dallas,Dallas,896,32.2,2.8,1,0,8,2021,229,0,2,680.0,838.0,708.2857142857143,701.3571428571429
2021-08-18,center_dallas,Dallas,641,29.5,31.4,2,0,8,2021,230,0,2,803.0,838.0,739.1428571428571,705.5
2021-08-19,center_dallas,Dallas,701,30.9,25.9,3,0,8,2021,231,0,2,715.0,833.0,716.0,691.4285714285714
2021-08-20,center_dallas,Dallas,792,33.5,0.0,4,0,8,2021,232,0,2,834.0,698.0,714.0,682.0
2021-08-21,center_dallas,Dallas,584,34.0,0.0,5,0,8,2021,233,1,2,536.0,620.0,708.0,688.7142857142857
2021-08-22,center_dallas,Dallas,521,34.2,0.0,6,0,8,2021,234,1,2,488.0,364.0,714.8571428571429,686.1428571428571
2021-08-23,center_dallas,Dallas,955,35.0,0.0,0,0,8,2021,235,0,2,902.0,670.0,719.5714285714286,697.3571428571429
2021-08-24,center_dallas,Dallas,784,35.5,0.0,1,0,8,2021,236,0,2,896.0,680.0,727.1428571428571,717.7142857142857
2021-08-25,center_dallas,Dallas,854,34.8,0.0,2,0,8,2021,237,0,2,641.0,803.0,711.1428571428571,725.1428571428571
2021-08-26,center_dallas,Dallas,958,33.5,0.9,3,0,8,2021,238,0,2,701.0,715.0,741.5714285714286,728.7857142857143
2021-08-27,center_dallas,Dallas,754,32.8,0.4,4,0,8,2021,239,0,2,792.0,834.0,778.2857142857143,746.1428571428571
2021-08-28,center_dallas,Dallas,650,32.8,1.0,5,0,8,2021,240,1,2,584.0,536.0,772.8571428571429,740.4285714285714
2021-08-29,center_dallas,Dallas,437,31.2,8.3,6,0,8,2021,241,1,2,521.0,488.0,782.2857142857143,748.5714285714286
2021-08-30,center_dallas,Dallas,826,33.3,1.4,0,0,8,2021,242,0,2,955.0,902.0,770.2857142857143,744.9285714285714
2021-08-31,center_dallas,Dallas,912,34.5,0.0,1,0,8,2021,243,0,2,784.0,896.0,751.8571428571429,739.5
2021-09-01,center_dallas,Dallas,795,36.0,0.0,2,0,9,2021,244,0,3,854.0,641.0,770.1428571428571,740.6428571428571
2021-09-02,center_dallas,Dallas,760,35.8,0.0,3,0,9,2021,245,0,3,958.0,701.0,761.7142857142857,751.6428571428571
2021-09-03,center_dallas,Dallas,638,35.4,0.0,4,0,9,2021,246,0,3,754.0,792.0,733.4285714285714,755.8571428571429
2021-09-04,center_dallas,Dallas,499,35.3,0.0,5,0,9,2021,247,1,3,650.0,584.0,716.8571428571429,744.8571428571429
2021-09-05,center_dallas,Dallas,484,34.0,0.9,6,0,9,2021,248,1,3,437.0,521.0,695.2857142857143,738.7857142857143
2021-09-06,center_dallas,Dallas,399,34.0,0.2,0,1,9,2021,249,0,3,826.0,955.0,702.0,736.1428571428571
2021-09-07,center_dallas,Dallas,896,34.5,0.0,1,0,9,2021,250,0,3,912.0,784.0,641.0,696.4285714285714
2021-09-08,center_dallas,Dallas,898,34.2,1.4,2,0,9,2021,251,0,3,795.0,854.0,638.7142857142857,704.4285714285714
2021-09-09,center_dallas,Dallas,809,33.2,0.0,3,0,9,2021,252,0,3,760.0,958.0,653.4285714285714,707.5714285714286
2021-09-10,center_dallas,Dallas,832,33.8,0.0,4,0,9,2021,253,0,3,638.0,754.0,660.4285714285714,696.9285714285714
2021-09-11,center_dallas,Dallas,622,33.0,0.0,5,0,9,2021,254,1,3,499.0,650.0,688.1428571428571,702.5
2021-09-12,center_dallas,Dallas,475,32.6,0.0,6,0,9,2021,255,1,3,484.0,437.0,705.7142857142857,700.5
2021-09-13,center_dallas,Dallas,929,31.2,0.9,0,0,9,2021,256,0,3,399.0,826.0,704.4285714285714,703.2142857142857
2021-09-14,center_dallas,Dallas,864,30.0,0.5,1,0,9,2021,257,0,3,896.0,912.0,780.1428571428571,710.5714285714286
2021-09-15,center_dallas,Dallas,867,30.5,0.0,2,0,9,2021,258,0,3,898.0,795.0,775.5714285714286,707.1428571428571
2021-09-16,center_dallas,Dallas,909,31.8,0.0,3,0,9,2021,259,0,3,809.0,760.0,771.1428571428571,712.2857142857143
2021-09-17,center_dallas,Dallas,837,31.6,0.0,4,0,9,2021,260,0,3,832.0,638.0,785.4285714285714,722.9285714285714
2021-09-18,center_dallas,Dallas,576,33.0,0.2,5,0,9,2021,261,1,3,622.0,499.0,786.1428571428571,737.1428571428571
2021-09-19,center_dallas,Dallas,458,32.0,0.1,6,0,9,2021,262,1,3,475.0,484.0,779.5714285714286,742.6428571428571
2021-09-20,center_dallas,Dallas,735,37.9,0.0,0,0,9,2021,263,0,3,929.0,399.0,777.1428571428571,740.7857142857143
2021-09-21,center_dallas,Dallas,878,34.8,0.5,1,0,9,2021,264,0,3,864.0,896.0,749.4285714285714,764.7857142857143
2021-09-22,center_dallas,Dallas,873,27.4,0.0,2,0,9,2021,265,0,3,867.0,898.0,751.4285714285714,763.5
2021-09-23,center_dallas,Dallas,813,27.8,0.0,3,0,9,2021,266,0,3,909.0,809.0,752.2857142857143,761.7142857142857
2021-09-24,center_dallas,Dallas,806,30.0,0.0,4,0,9,2021,267,0,3,837.0,832.0,738.5714285714286,762.0
2021-09-25,center_dallas,Dallas,626,31.1,0.0,5,0,9,2021,268,1,3,576.0,622.0,734.1428571428571,760.1428571428571
2021-09-26,center_dallas,Dallas,483,31.8,0.0,6,0,9,2021,269,1,3,458.0,475.0,741.2857142857143,760.4285714285714
2021-09-27,center_dallas,Dallas,920,30.7,0.0,0,0,9,2021,270,0,3,735.0,929.0,744.8571428571429,761.0
2021-09-28,center_dallas,Dallas,861,32.4,0.2,1,0,9,2021,271,0,3,878.0,864.0,771.2857142857143,760.3571428571429
2021-09-29,center_dallas,Dallas,848,29.1,12.7,2,0,9,2021,272,0,3,873.0,867.0,768.8571428571429,760.1428571428571
2021-09-30,center_dallas,Dallas,840,30.5,1.3,3,0,9,2021,273,0,3,813.0,909.0,765.2857142857143,758.7857142857143
2021-10-01,center_dallas,Dallas,751,24.7,10.4,4,0,10,2021,274,0,3,806.0,837.0,769.1428571428571,753.8571428571429
2021-10-02,center_dallas,Dallas,570,27.6,15.5,5,0,10,2021,275,1,3,626.0,576.0,761.2857142857143,747.7142857142857
2021-10-03,center_dallas,Dallas,512,28.4,0.0,6,0,10,2021,276,1,3,483.0,458.0,753.2857142857143,747.2857142857143
2021-10-04,center_dallas,Dallas,934,30.0,0.0,0,0,10,2021,277,0,3,920.0,735.0,757.4285714285714,751.1428571428571
2021-10-05,center_dallas,Dallas,847,28.6,0.0,1,0,10,2021,278,0,3,861.0,878.0,759.4285714285714,765.3571428571429
2021-10-06,center_dallas,Dallas,929,28.9,0.0,2,0,10,2021,279,0,3,848.0,873.0,757.4285714285714,763.1428571428571
2021-10-07,center_dallas,Dallas,932,32.0,0.0,3,0,10,2021,280,0,3,840.0,813.0,769.0,767.1428571428571
2021-10-08,center_dallas,Dallas,810,33.0,0.0,4,0,10,2021,281,0,3,751.0,806.0,782.1428571428571,775.6428571428571
2021-10-09,center_dallas,Dallas,614,33.0,0.0,5,0,10,2021,282,1,3,570.0,626.0,790.5714285714286,775.9285714285714
2021-10-10,center_dallas,Dallas,525,33.1,0.3,6,0,10,2021,283,1,3,512.0,483.0,796.8571428571429,775.0714285714286
2021-10-11,center_dallas,Dallas,301,30.2,21.0,0,1,10,2021,284,0,3,934.0,920.0,798.7142857142857,778.0714285714286
2021-10-12,center_dallas,Dallas,905,28.7,0.0,1,0,10,2021,285,0,3,847.0,861.0,708.2857142857143,733.8571428571429
2021-10-13,center_dallas,Dallas,683,25.6,43.1,2,0,10,2021,286,0,3,929.0,848.0,716.5714285714286,737.0
2021-10-14,center_dallas,Dallas,712,28.8,76.5,3,0,10,2021,287,0,3,932.0,840.0,681.4285714285714,725.2142857142857
2021-10-15,center_dallas,Dallas,824,25.1,0.1,4,0,10,2021,288,0,3,810.0,751.0,650.0,716.0714285714286
2021-10-16,center_dallas,Dallas,655,20.5,0.0,5,0,10,2021,289,1,3,614.0,570.0,652.0,721.2857142857143
2021-10-17,center_dallas,Dallas,505,20.9,0.0,6,0,10,2021,290,1,3,525.0,512.0,657.8571428571429,727.3571428571429
2021-10-18,center_dallas,Dallas,932,22.4,0.0,0,0,10,2021,291,0,3,301.0,934.0,655.0,726.8571428571429
2021-10-19,center_dallas,Dallas,945,25.2,0.0,1,0,10,2021,292,0,3,905.0,847.0,745.1428571428571,726.7142857142857
2021-10-20,center_dallas,Dallas,961,27.3,0.1,2,0,10,2021,293,0,3,683.0,929.0,750.8571428571429,733.7142857142857
2021-10-21,center_dallas,Dallas,803,26.6,0.0,3,0,10,2021,294,0,3,712.0,932.0,790.5714285714286,736.0
2021-10-22,center_dallas,Dallas,716,27.6,2.7,4,0,10,2021,295,0,3,824.0,810.0,803.5714285714286,726.7857142857143
2021-10-23,center_dallas,Dallas,617,28.6,0.4,5,0,10,2021,296,1,3,655.0,614.0,788.1428571428571,720.0714285714286
2021-10-24,center_dallas,Dallas,512,29.0,0.3,6,0,10,2021,297,1,3,505.0,525.0,782.7142857142857,720.2857142857143
2021-10-25,center_dallas,Dallas,870,29.6,4.6,0,0,10,2021,298,0,3,932.0,301.0,783.7142857142857,719.3571428571429
2021-10-26,center_dallas,Dallas,924,30.5,0.0,1,0,10,2021,299,0,3,945.0,905.0,774.8571428571429,760.0
2021-10-27,center_dallas,Dallas,712,26.0,25.8,2,0,10,2021,300,0,3,961.0,683.0,771.8571428571429,761.3571428571429
2021-10-28,center_dallas,Dallas,972,21.0,0.0,3,0,10,2021,301,0,3,803.0,712.0,736.2857142857143,763.4285714285714
2021-10-29,center_dallas,Dallas,732,19.5,0.0,4,0,10,2021,302,0,3,716.0,824.0,760.4285714285714,782.0
2021-10-30,center_dallas,Dallas,553,21.5,0.0,5,0,10,2021,303,1,3,617.0,655.0,762.7142857142857,775.4285714285714
2021-10-31,center_dallas,Dallas,493,25.3,0.0,6,0,10,2021,304,1,3,512.0,505.0,753.5714285714286,768.1428571428571
2021-11-01,center_dallas,Dallas,937,24.7,0.0,0,0,11,2021,305,0,3,870.0,932.0,750.8571428571429,767.2857142857143
2021-11-02,center_dallas,Dallas,656,20.9,30.4,1,0,11,2021,306,0,3,924.0,945.0,760.4285714285714,767.6428571428571
2021-11-03,center_dallas,Dallas,671,11.6,23.1,2,0,11,2021,307,0,3,712.0,961.0,722.1428571428571,747.0
2021-11-04,center_dallas,Dallas,913,12.7,0.0,3,0,11,2021,308,0,3,972.0,803.0,716.2857142857143,726.2857142857143
2021-11-05,center_dallas,Dallas,838,14.5,0.0,4,0,11,2021,309,0,3,732.0,716.0,707.8571428571429,734.1428571428571
2021-11-06,center_dallas,Dallas,634,17.5,0.0,5,0,11,2021,310,1,3,553.0,617.0,723.0,742.8571428571429
2021-11-07,center_dallas,Dallas,446,21.7,0.0,6,0,11,2021,311,1,3,493.0,512.0,734.5714285714286,744.0714285714286
2021-11-08,center_dallas,Dallas,910,22.8,0.0,0,0,11,2021,312,0,3,937.0,870.0,727.8571428571429,739.3571428571429
2021-11-09,center_dallas,Dallas,942,23.5,0.0,1,0,11,2021,313,0,3,656.0,924.0,724.0,742.2142857142857
2021-11-10,center_dallas,Dallas,757,23.5,13.6,2,0,11,2021,314,0,3,671.0,712.0,764.8571428571429,743.5
2021-11-11,center_dallas,Dallas,340,18.9,32.3,3,1,11,2021,315,0,3,913.0,972.0,777.1428571428571,746.7142857142857
2021-11-12,center_dallas,Dallas,824,18.6,0.0,4,0,11,2021,316,0,3,838.0,732.0,695.2857142857143,701.5714285714286
2021-11-13,center_dallas,Dallas,625,16.2,0.0,5,0,11,2021,317,1,3,634.0,553.0,693.2857142857143,708.1428571428571
2021-11-14,center_dallas,Dallas,464,19.5,0.0,6,0,11,2021,318,1,3,446.0,493.0,692.0,713.2857142857143
2021-11-15,center_dallas,Dallas,896,25.5,0.0,0,0,11,2021,319,0,3,910.0,937.0,694.5714285714286,711.2142857142857
2021-11-16,center_dallas,Dallas,898,25.9,0.0,1,0,11,2021,320,0,3,942.0,656.0,692.5714285714286,708.2857142857143
2021-11-17,center_dallas,Dallas,834,27.0,0.0,2,0,11,2021,321,0,3,757.0,671.0,686.2857142857143,725.5714285714286
2021-11-18,center_dallas,Dallas,972,20.2,0.0,3,0,11,2021,322,0,3,340.0,913.0,697.2857142857143,737.2142857142857
2021-11-19,center_dallas,Dallas,722,15.7,0.0,4,0,11,2021,323,0,3,824.0,838.0,787.5714285714286,741.4285714285714
2021-11-20,center_dallas,Dallas,632,22.5,0.0,5,0,11,2021,324,1,3,625.0,634.0,773.0,733.1428571428571
2021-11-21,center_dallas,Dallas,484,21.7,0.0,6,0,11,2021,325,1,3,464.0,446.0,774.0,733.0
2021-11-22,center_dallas,Dallas,923,17.2,0.0,0,0,11,2021,326,0,3,896.0,910.0,776.8571428571429,735.7142857142857
2021-11-23,center_dallas,Dallas,843,20.0,0.0,1,0,11,2021,327,0,3,898.0,942.0,780.7142857142857,736.6428571428571
2021-11-24,center_dallas,Dallas,956,24.5,0.0,2,0,11,2021,328,0,3,834.0,757.0,772.8571428571429,729.5714285714286
2021-11-25,center_dallas,Dallas,387,22.0,11.8,3,1,11,2021,329,0,3,972.0,340.0,790.2857142857143,743.7857142857143
2021-11-26,center_dallas,Dallas,776,12.9,0.0,4,0,11,2021,330,0,3,722.0,824.0,706.7142857142857,747.1428571428571
2021-11-27,center_dallas,Dallas,571,15.4,2.3,5,0,11,2021,331,1,3,632.0,625.0,714.4285714285714,743.7142857142857
2021-11-28,center_dallas,Dallas,464,17.5,9.5,6,0,11,2021,332,1,3,484.0,464.0,705.7142857142857,739.8571428571429
2021-11-29,center_dallas,Dallas,893,20.5,0.0,0,0,11,2021,333,0,3,923.0,896.0,702.8571428571429,739.8571428571429
2021-11-30,center_dallas,Dallas,992,22.7,0.0,1,0,11,2021,334,0,3,843.0,898.0,698.5714285714286,739.6428571428571
2021-12-01,center_dallas,Dallas,953,22.3,0.0,2,0,12,2021,335,0,0,956.0,834.0,719.8571428571429,746.3571428571429
2021-12-02,center_dallas,Dallas,949,24.5,0.0,3,0,12,2021,336,0,0,387.0,972.0,719.4285714285714,754.8571428571429
2021-12-03,center_dallas,Dallas,731,23.6,0.0,4,0,12,2021,337,0,0,776.0,722.0,799.7142857142857,753.2142857142857
2021-12-04,center_dallas,Dallas,617,25.0,1.0,5,0,12,2021,338,1,0,571.0,632.0,793.2857142857143,753.8571428571429
