date,center_id,city,donor_count,temp_max,precipitation,day_of_week,is_holiday
2022-07-22,center_houston,Houston,66,34.5,5.3,4,0
2022-07-23,center_houston,Houston,60,32.7,2.1,5,0
2022-07-24,center_houston,Houston,51,34.6,0.7,6,0
2022-07-25,center_houston,Houston,90,34.5,0.1,0,0
2022-07-26,center_houston,Houston,105,34.8,1.0,1,0
2022-07-27,center_houston,Houston,96,33.0,2.7,2,0
2022-07-28,center_houston,Houston,102,33.8,3.7,3,0
2022-07-29,center_houston,Houston,85,33.5,2.1,4,0
2022-07-30,center_houston,Houston,58,31.3,13.9,5,0
2022-07-31,center_houston,Houston,53,34.4,0.1,6,0
2022-08-01,center_houston,Houston,99,33.2,2.6,0,0
2022-08-02,center_houston,Houston,89,34.5,5.5,1,0
2022-08-03,center_houston,Houston,81,37.2,0.5,2,0
2022-08-04,center_houston,Houston,74,36.8,0.2,3,0
2022-08-05,center_houston,Houston,71,31.5,6.2,4,0
2022-08-06,center_houston,Houston,54,29.6,7.5,5,0
2022-08-07,center_houston,Houston,54,32.3,2.1,6,0
2022-08-08,center_houston,Houston,91,32.2,3.6,0,0
2022-08-09,center_houston,Houston,97,33.8,0.3,1,0
2022-08-10,center_houston,Houston,78,35.2,5.0,2,0
2022-08-11,center_houston,Houston,76,34.2,28.3,3,0
2022-08-12,center_houston,Houston,55,31.6,68.1,4,0
2022-08-13,center_houston,Houston,69,32.7,5.0,5,0
2022-08-14,center_houston,Houston,46,32.1,2.3,6,0
2022-08-15,center_houston,Houston,91,34.2,0.0,0,0
2022-08-16,center_houston,Houston,93,34.6,1.5,1,0
2022-08-17,center_houston,Houston,77,36.3,0.0,2,0
2022-08-18,center_houston,Houston,64,35.7,18.7,3,0
2022-08-19,center_houston,Houston,62,30.4,36.4,4,0
2022-08-20,center_houston,Houston,59,30.1,12.2,5,0
2022-08-21,center_houston,Houston,46,31.6,5.9,6,0
2022-08-22,center_houston,Houston,93,31.5,7.3,0,0
2022-08-23,center_houston,Houston,74,30.9,22.5,1,0
2022-08-24,center_houston,Houston,80,30.6,23.2,2,0
2022-08-25,center_houston,Houston,104,31.1,3.6,3,0
2022-08-26,center_houston,Houston,78,31.6,6.5,4,0
2022-08-27,center_houston,Houston,69,30.6,4.1,5,0
2022-08-28,center_houston,Houston,55,31.6,0.6,6,0
2022-08-29,center_houston,Houston,85,29.4,6.8,0,0
2022-08-30,center_houston,Houston,71,29.7,31.1,1,0
2022-08-31,center_houston,Houston,85,30.5,7.4,2,0
2022-09-01,center_houston,Houston,67,30.5,21.7,3,0
2022-09-02,center_houston,Houston,76,31.1,10.6,4,0
2022-09-03,center_houston,Houston,46,28.5,22.3,5,0
2022-09-04,center_houston,Houston,47,27.5,3.8,6,0
2022-09-05,center_houston,Houston,47,29.2,0.0,0,1
2022-09-06,center_houston,Houston,97,30.0,0.0,1,0
2022-09-07,center_houston,Houston,101,31.2,1.1,2,0
2022-09-08,center_houston,Houston,89,30.5,0.1,3,0
2022-09-09,center_houston,Houston,83,29.5,1.5,4,0
2022-09-10,center_houston,Houston,59,30.6,0.1,5,0
2022-09-11,center_houston,Houston,54,32.2,0.0,6,0
2022-09-12,center_houston,Houston,90,31.9,0.1,0,0
2022-09-13,center_houston,Houston,95,31.2,0.0,1,0
2022-09-14,center_houston,Houston,91,30.4,0.0,2,0
2022-09-15,center_houston,Houston,103,31.0,1.0,3,0
2022-09-16,center_houston,Houston,82,30.6,2.1,4,0
2022-09-17,center_houston,Houston,64,32.3,2.3,5,0
2022-09-18,center_houston,Houston,50,31.6,0.5,6,0
2022-09-19,center_houston,Houston,100,32.6,0.0,0,0
2022-09-20,center_houston,Houston,94,32.8,1.1,1,0
2022-09-21,center_houston,Houston,89,33.8,0.0,2,0
2022-09-22,center_houston,Houston,79,36.0,0.0,3,0
2022-09-23,center_houston,Houston,63,35.2,0.0,4,0
2022-09-24,center_houston,Houston,67,34.5,0.0,5,0
2022-09-25,center_houston,Houston,46,34.5,0.0,6,0
2022-09-26,center_houston,Houston,96,34.0,0.0,0,0
2022-09-27,center_houston,Houston,101,30.8,0.0,1,0
2022-09-28,center_houston,Houston,106,30.1,0.0,2,0
2022-09-29,center_houston,Houston,99,29.2,0.0,3,0
2022-09-30,center_houston,Houston,87,28.0,0.0,4,0
2022-10-01,center_houston,Houston,62,28.1,0.0,5,0
2022-10-02,center_houston,Houston,55,28.9,0.0,6,0
2022-10-03,center_houston,Houston,102,29.9,0.0,0,0
2022-10-04,center_houston,Houston,89,29.1,0.0,1,0
2022-10-05,center_houston,Houston,99,29.8,0.0,2,0
2022-10-06,center_houston,Houston,101,31.3,0.0,3,0
2022-10-07,center_houston,Houston,78,30.8,0.0,4,0
2022-10-08,center_houston,Houston,66,30.8,0.0,5,0
2022-10-09,center_houston,Houston,55,29.9,0.0,6,0
2022-10-10,center_houston,Houston,48,29.2,0.0,0,1
2022-10-11,center_houston,Houston,94,29.2,0.4,1,0
2022-10-12,center_houston,Houston,93,32.3,0.1,2,0
2022-10-13,center_houston,Houston,67,29.1,21.5,3,0
2022-10-14,center_houston,Houston,88,29.0,3.9,4,0
2022-10-15,center_houston,Houston,65,32.2,0.0,5,0
2022-10-16,center_houston,Houston,48,30.5,0.4,6,0
2022-10-17,center_houston,Houston,75,26.3,22.8,0,0
2022-10-18,center_houston,Houston,99,20.5,0.0,1,0
2022-10-19,center_houston,Houston,105,18.8,0.0,2,0
2022-10-20,center_houston,Houston,100,26.5,0.0,3,0
2022-10-21,center_houston,Houston,82,29.1,0.0,4,0
2022-10-22,center_houston,Houston,65,29.4,0.0,5,0
2022-10-23,center_houston,Houston,47,29.6,0.0,6,0
2022-10-24,center_houston,Houston,98,29.5,1.9,0,0
2022-10-25,center_houston,Houston,79,25.7,22.7,1,0
2022-10-26,center_houston,Houston,98,22.4,0.0,2,0
2022-10-27,center_houston,Houston,102,23.7,0.0,3,0
2022-10-28,center_houston,Houston,58,23.1,26.7,4,0
2022-10-29,center_houston,Houston,59,20.2,1.3,5,0
2022-10-30,center_houston,Houston,48,23.1,0.0,6,0
2022-10-31,center_houston,Houston,103,24.2,0.0,0,0
2022-11-01,center_houston,Houston,87,20.3,18.2,1,0
2022-11-02,center_houston,Houston,99,23.0,2.6,2,0
2022-11-03,center_houston,Houston,78,27.5,8.1,3,0
2022-11-04,center_houston,Houston,89,28.4,2.2,4,0
2022-11-05,center_houston,Houston,50,23.1,62.5,5,0
2022-11-06,center_houston,Houston,54,28.3,3.2,6,0
2022-11-07,center_houston,Houston,88,27.9,0.6,0,0
2022-11-08,center_houston,Houston,91,27.5,0.0,1,0
2022-11-09,center_houston,Houston,102,27.7,0.1,2,0
2022-11-10,center_houston,Houston,85,26.8,0.0,3,0
2022-11-11,center_houston,Houston,39,26.0,9.1,4,1
2022-11-12,center_houston,Houston,61,19.9,15.9,5,0
2022-11-13,center_houston,Houston,54,13.5,0.0,6,0
2022-11-14,center_houston,Houston,100,20.3,4.9,0,0
2022-11-15,center_houston,Houston,92,13.4,1.3,1,0
2022-11-16,center_houston,Houston,96,13.2,0.0,2,0
2022-11-17,center_houston,Houston,103,13.0,0.0,3,0
2022-11-18,center_houston,Houston,78,12.9,0.0,4,0
2022-11-19,center_houston,Houston,49,12.2,30.9,5,0
2022-11-20,center_houston,Houston,54,12.6,0.5,6,0
2022-11-21,center_houston,Houston,89,10.1,11.2,0,0
2022-11-22,center_houston,Houston,97,13.2,5.4,1,0
2022-11-23,center_houston,Houston,93,20.5,0.0,2,0
2022-11-24,center_houston,Houston,39,23.6,5.4,3,1
2022-11-25,center_houston,Houston,72,18.1,11.6,4,0
2022-11-26,center_houston,Houston,49,19.2,73.3,5,0
2022-11-27,center_houston,Houston,46,21.4,0.0,6,0
2022-11-28,center_houston,Houston,87,21.5,0.0,0,0
2022-11-29,center_houston,Houston,101,26.0,2.1,1,0
2022-11-30,center_houston,Houston,90,23.7,0.0,2,0
2022-12-01,center_houston,Houston,91,14.9,0.0,3,0
2022-12-02,center_houston,Houston,80,25.9,0.7,4,0
2022-12-03,center_houston,Houston,61,24.5,2.4,5,0
2022-12-04,center_houston,Houston,46,21.7,0.3,6,0
2022-12-05,center_houston,Houston,99,26.0,1.2,0,0
2022-12-06,center_houston,Houston,97,26.9,1.0,1,0
2022-12-07,center_houston,Houston,93,27.0,5.7,2,0
2022-12-08,center_houston,Houston,93,26.4,3.1,3,0
2022-12-09,center_houston,Houston,82,25.4,3.9,4,0
2022-12-10,center_houston,Houston,64,26.0,2.2,5,0
2022-12-11,center_houston,Houston,41,23.4,42.1,6,0
2022-12-12,center_houston,Houston,99,21.0,1.8,0,0
2022-12-13,center_houston,Houston,107,26.5,3.1,1,0
2022-12-14,center_houston,Houston,92,22.1,12.2,2,0
2022-12-15,center_houston,Houston,89,15.6,0.0,3,0
2022-12-16,center_houston,Houston,85,20.6,0.9,4,0
2022-12-17,center_houston,Houston,68,13.3,1.2,5,0
2022-12-18,center_houston,Houston,56,12.2,0.0,6,0
2022-12-19,center_houston,Houston,86,11.4,9.3,0,0
2022-12-20,center_houston,Houston,96,15.4,2.5,1,0
2022-12-21,center_houston,Houston,98,13.1,0.0,2,0
2022-12-22,center_houston,Houston,95,15.8,0.1,3,0
2022-12-23,center_houston,Houston,74,1.4,0.0,4,0
2022-12-24,center_houston,Houston,53,3.7,0.0,5,0
2022-12-25,center_houston,Houston,20,7.4,0.0,6,1
2022-12-26,center_houston,Houston,46,13.6,0.0,0,1
2022-12-27,center_houston,Houston,103,11.1,0.0,1,0
2022-12-28,center_houston,Houston,103,24.2,0.0,2,0
2022-12-29,center_houston,Houston,91,25.7,16.0,3,0
2022-12-30,center_houston,Houston,57,21.5,81.0,4,0
2022-12-31,center_houston,Houston,63,22.8,0.0,5,0
2023-01-01,center_houston,Houston,25,26.1,0.8,6,1
2023-01-02,center_houston,Houston,42,23.8,17.5,0,1
2023-01-03,center_houston,Houston,76,24.5,22.2,1,0
2023-01-04,center_houston,Houston,90,20.3,0.0,2,0
2023-01-05,center_houston,Houston,92,20.0,0.0,3,0
2023-01-06,center_houston,Houston,88,24.4,0.0,4,0
2023-01-07,center_houston,Houston,62,23.4,2.4,5,0
2023-01-08,center_houston,Houston,50,21.2,15.7,6,0
2023-01-09,center_houston,Houston,101,18.7,0.1,0,0
2023-01-10,center_houston,Houston,102,22.9,0.4,1,0
2023-01-11,center_houston,Houston,93,26.0,0.3,2,0
2023-01-12,center_houston,Houston,99,22.1,0.0,3,0
2023-01-13,center_houston,Houston,81,14.9,0.0,4,0
2023-01-14,center_houston,Houston,68,15.9,0.0,5,0
2023-01-15,center_houston,Houston,53,22.7,0.0,6,0
2023-01-16,center_houston,Houston,48,23.9,1.6,0,1
2023-01-17,center_houston,Houston,103,24.5,0.3,1,0
2023-01-18,center_houston,Houston,87,23.4,5.2,2,0
2023-01-19,center_houston,Houston,88,19.4,0.0,3,0
2023-01-20,center_houston,Houston,84,15.2,2.6,4,0
2023-01-21,center_houston,Houston,61,13.0,10.8,5,0
2023-01-22,center_houston,Houston,56,14.8,0.1,6,0
2023-01-23,center_houston,Houston,91,13.4,0.0,0,0
2023-01-24,center_houston,Houston,66,19.6,49.4,1,0
2023-01-25,center_houston,Houston,101,11.9,0.0,2,0
2023-01-26,center_houston,Houston,90,13.4,0.0,3,0
2023-01-27,center_houston,Houston,80,13.4,0.0,4,0
2023-01-28,center_houston,Houston,57,20.6,8.5,5,0
2023-01-29,center_houston,Houston,38,21.1,39.7,6,0
2023-01-30,center_houston,Houston,102,20.2,2.3,0,0
2023-01-31,center_houston,Houston,83,7.3,4.2,1,0
2023-02-01,center_houston,Houston,80,8.1,14.5,2,0
2023-02-02,center_houston,Houston,76,6.6,9.4,3,0
2023-02-03,center_houston,Houston,86,14.3,0.1,4,0
2023-02-04,center_houston,Houston,70,16.6,0.0,5,0
2023-02-05,center_houston,Houston,48,21.9,0.0,6,0
2023-02-06,center_houston,Houston,92,23.0,0.0,0,0
2023-02-07,center_houston,Houston,103,23.6,1.2,1,0
2023-02-08,center_houston,Houston,93,25.0,7.2,2,0
2023-02-09,center_houston,Houston,90,20.4,0.0,3,0
2023-02-10,center_houston,Houston,74,15.9,0.0,4,0
2023-02-11,center_houston,Houston,59,11.4,0.1,5,0
2023-02-12,center_houston,Houston,49,16.5,0.0,6,0
2023-02-13,center_houston,Houston,96,21.8,0.0,0,0
2023-02-14,center_houston,Houston,90,25.1,3.6,1,0
2023-02-15,center_houston,Houston,92,24.6,1.9,2,0
2023-02-16,center_houston,Houston,88,22.6,5.1,3,0
2023-02-17,center_houston,Houston,86,12.4,0.0,4,0
2023-02-18,center_houston,Houston,62,12.6,0.0,5,0
2023-02-19,center_houston,Houston,53,21.8,0.0,6,0
2023-02-20,center_houston,Houston,47,25.4,0.8,0,1
2023-02-21,center_houston,Houston,90,26.8,0.6,1,0
2023-02-22,center_houston,Houston,103,27.2,3.7,2,0
2023-02-23,center_houston,Houston,91,27.2,0.3,3,0
2023-02-24,center_houston,Houston,76,26.5,1.4,4,0
2023-02-25,center_houston,Houston,62,26.3,0.6,5,0
2023-02-26,center_houston,Houston,52,26.5,2.1,6,0
2023-02-27,center_houston,Houston,99,26.0,0.7,0,0
2023-02-28,center_houston,Houston,94,28.2,0.4,1,0
2023-03-01,center_houston,Houston,95,28.1,0.1,2,0
2023-03-02,center_houston,Houston,99,26.6,2.4,3,0
2023-03-03,center_houston,Houston,73,23.0,4.7,4,0
2023-03-04,center_houston,Houston,64,23.3,0.0,5,0
2023-03-05,center_houston,Houston,53,23.6,0.0,6,0
2023-03-06,center_houston,Houston,100,26.6,2.1,0,0
2023-03-07,center_houston,Houston,96,28.0,1.3,1,0
2023-03-08,center_houston,Houston,89,28.5,0.9,2,0
2023-03-09,center_houston,Houston,102,29.0,0.2,3,0
2023-03-10,center_houston,Houston,77,25.4,0.3,4,0
2023-03-11,center_houston,Houston,67,28.8,1.0,5,0
2023-03-12,center_houston,Houston,48,27.5,0.1,6,0
2023-03-13,center_houston,Houston,92,20.8,0.0,0,0
2023-03-14,center_houston,Houston,90,18.9,4.9,1,0
2023-03-15,center_houston,Houston,93,20.6,0.0,2,0
2023-03-16,center_houston,Houston,85,23.8,6.3,3,0
2023-03-17,center_houston,Houston,55,21.9,47.6,4,0
2023-03-18,center_houston,Houston,64,12.7,0.1,5,0
2023-03-19,center_houston,Houston,55,13.4,0.0,6,0
2023-03-20,center_houston,Houston,96,13.2,0.0,0,0
2023-03-21,center_houston,Houston,94,23.2,2.7,1,0
2023-03-22,center_houston,Houston,89,26.1,1.4,2,0
2023-03-23,center_houston,Houston,90,27.4,0.3,3,0
2023-03-24,center_houston,Houston,80,28.1,5.0,4,0
2023-03-25,center_houston,Houston,55,26.9,8.6,5,0
2023-03-26,center_houston,Houston,49,27.3,9.2,6,0
2023-03-27,center_houston,Houston,87,25.8,0.7,0,0
2023-03-28,center_houston,Houston,84,23.9,12.1,1,0
2023-03-29,center_houston,Houston,69,21.1,29.1,2,0
2023-03-30,center_houston,Houston,87,24.5,1.6,3,0
2023-03-31,center_houston,Houston,77,28.5,3.8,4,0
2023-04-01,center_houston,Houston,67,28.9,0.5,5,0
2023-04-02,center_houston,Houston,46,27.6,1.9,6,0
2023-04-03,center_houston,Houston,94,30.0,0.3,0,0
2023-04-04,center_houston,Houston,98,28.5,0.2,1,0
2023-04-05,center_houston,Houston,67,28.0,33.9,2,0
2023-04-06,center_houston,Houston,93,19.9,13.1,3,0
2023-04-07,center_houston,Houston,67,19.3,42.0,4,0
2023-04-08,center_houston,Houston,62,22.0,4.1,5,0
2023-04-09,center_houston,Houston,46,23.0,0.3,6,0
2023-04-10,center_houston,Houston,88,20.6,0.1,0,0
2023-04-11,center_houston,Houston,96,23.2,0.4,1,0
2023-04-12,center_houston,Houston,106,23.5,0.6,2,0
2023-04-13,center_houston,Houston,92,23.6,0.5,3,0
2023-04-14,center_houston,Houston,76,26.7,0.1,4,0
2023-04-15,center_houston,Houston,59,28.0,8.0,5,0
2023-04-16,center_houston,Houston,46,22.9,5.7,6,0
2023-04-17,center_houston,Houston,94,22.8,0.0,0,0
2023-04-18,center_houston,Houston,93,23.6,1.9,1,0
2023-04-19,center_houston,Houston,93,27.5,0.0,2,0
2023-04-20,center_houston,Houston,91,25.7,11.5,3,0
2023-04-21,center_houston,Houston,64,27.0,30.5,4,0
2023-04-22,center_houston,Houston,65,24.3,0.2,5,0
2023-04-23,center_houston,Houston,47,21.6,8.4,6,0
2023-04-24,center_houston,Houston,100,22.9,0.1,0,0
2023-04-25,center_houston,Houston,95,24.2,4.5,1,0
2023-04-26,center_houston,Houston,90,25.8,6.9,2,0
2023-04-27,center_houston,Houston,90,25.1,20.0,3,0
2023-04-28,center_houston,Houston,89,26.8,0.0,4,0
2023-04-29,center_houston,Houston,61,24.3,13.3,5,0
2023-04-30,center_houston,Houston,47,28.1,0.0,6,0
2023-05-01,center_houston,Houston,87,27.7,0.0,0,0
2023-05-02,center_houston,Houston,99,26.1,0.4,1,0
2023-05-03,center_houston,Houston,94,28.4,0.2,2,0
2023-05-04,center_houston,Houston,103,27.8,3.5,3,0
2023-05-05,center_houston,Houston,72,31.5,7.4,4,0
2023-05-06,center_houston,Houston,61,31.1,0.4,5,0
2023-05-07,center_houston,Houston,43,28.0,5.4,6,0
2023-05-08,center_houston,Houston,90,25.2,10.4,0,0
2023-05-09,center_houston,Houston,86,24.9,18.7,1,0
2023-05-10,center_houston,Houston,69,24.8,56.6,2,0
2023-05-11,center_houston,Houston,81,28.6,6.5,3,0
2023-05-12,center_houston,Houston,67,28.5,7.4,4,0
2023-05-13,center_houston,Houston,57,27.1,7.6,5,0
2023-05-14,center_houston,Houston,35,28.0,32.2,6,0
2023-05-15,center_houston,Houston,82,27.6,9.8,0,0
2023-05-16,center_houston,Houston,84,28.8,11.0,1,0
2023-05-17,center_houston,Houston,107,28.7,0.4,2,0
2023-05-18,center_houston,Houston,95,29.1,0.0,3,0
2023-05-19,center_houston,Houston,81,30.9,0.0,4,0
2023-05-20,center_houston,Houston,60,30.9,1.3,5,0
2023-05-21,center_houston,Houston,46,26.5,0.7,6,0
2023-05-22,center_houston,Houston,99,28.5,0.0,0,0
2023-05-23,center_houston,Houston,95,29.0,0.2,1,0
2023-05-24,center_houston,Houston,102,30.1,0.3,2,0
2023-05-25,center_houston,Houston,101,30.1,0.0,3,0
2023-05-26,center_houston,Houston,82,31.2,0.0,4,0
2023-05-27,center_houston,Houston,65,29.8,0.6,5,0
2023-05-28,center_houston,Houston,54,29.5,0.1,6,0
2023-05-29,center_houston,Houston,42,27.5,5.7,0,1
2023-05-30,center_houston,Houston,92,29.6,2.2,1,0
2023-05-31,center_houston,Houston,99,30.0,1.1,2,0
2023-06-01,center_houston,Houston,92,30.5,0.1,3,0
2023-06-02,center_houston,Houston,76,30.9,0.6,4,0
2023-06-03,center_houston,Houston,60,31.8,1.7,5,0
2023-06-04,center_houston,Houston,56,29.8,1.8,6,0
2023-06-05,center_houston,Houston,92,27.1,18.0,0,0
2023-06-06,center_houston,Houston,105,29.0,0.8,1,0
2023-06-07,center_houston,Houston,101,30.6,0.0,2,0
2023-06-08,center_houston,Houston,90,29.8,9.3,3,0
2023-06-09,center_houston,Houston,78,32.8,0.0,4,0
2023-06-10,center_houston,Houston,65,32.9,3.9,5,0
2023-06-11,center_houston,Houston,48,34.8,19.2,6,0
2023-06-12,center_houston,Houston,89,34.3,0.0,0,0
2023-06-13,center_houston,Houston,106,34.2,0.0,1,0
2023-06-14,center_houston,Houston,98,34.5,0.0,2,0
2023-06-15,center_houston,Houston,73,36.9,0.0,3,0
2023-06-16,center_houston,Houston,63,36.7,0.5,4,0
2023-06-17,center_houston,Houston,56,37.2,0.1,5,0
2023-06-18,center_houston,Houston,37,36.7,2.6,6,0
2023-06-19,center_houston,Houston,34,37.8,0.0,0,1
2023-06-20,center_houston,Houston,80,38.2,0.1,1,0
2023-06-21,center_houston,Houston,89,33.9,0.1,2,0
2023-06-22,center_houston,Houston,63,35.8,19.9,3,0
2023-06-23,center_houston,Houston,88,30.8,4.5,4,0
2023-06-24,center_houston,Houston,51,36.3,0.0,5,0
2023-06-25,center_houston,Houston,37,37.2,0.4,6,0
2023-06-26,center_houston,Houston,72,37.3,0.0,0,0
2023-06-27,center_houston,Houston,82,37.4,0.0,1,0
2023-06-28,center_houston,Houston,77,37.0,0.0,2,0
2023-06-29,center_houston,Houston,74,36.1,0.0,3,0
2023-06-30,center_houston,Houston,65,36.7,0.1,4,0
2023-07-01,center_houston,Houston,54,36.4,0.0,5,0
2023-07-02,center_houston,Houston,53,34.1,3.1,6,0
2023-07-03,center_houston,Houston,98,33.8,1.3,0,0
2023-07-04,center_houston,Houston,49,33.7,1.0,1,1
2023-07-05,center_houston,Houston,89,33.5,7.2,2,0
2023-07-06,center_houston,Houston,82,30.3,6.5,3,0
2023-07-07,center_houston,Houston,84,31.2,4.4,4,0
2023-07-08,center_houston,Houston,59,33.2,2.0,5,0
2023-07-09,center_houston,Houston,50,33.8,1.8,6,0
2023-07-10,center_houston,Houston,91,34.0,3.0,0,0
2023-07-11,center_houston,Houston,78,35.5,0.2,1,0
2023-07-12,center_houston,Houston,85,37.2,0.4,2,0
2023-07-13,center_houston,Houston,70,37.0,0.2,3,0
2023-07-14,center_houston,Houston,66,37.0,0.0,4,0
2023-07-15,center_houston,Houston,47,38.0,0.2,5,0
2023-07-16,center_houston,Houston,43,37.7,0.0,6,0
2023-07-17,center_houston,Houston,81,36.4,0.0,0,0
2023-07-18,center_houston,Houston,82,37.2,0.2,1,0
2023-07-19,center_houston,Houston,84,37.5,0.0,2,0
2023-07-20,center_houston,Houston,78,36.8,0.0,3,0
2023-07-21,center_houston,Houston,62,35.3,0.1,4,0
2023-07-22,center_houston,Houston,56,36.3,0.4,5,0
2023-07-23,center_houston,Houston,47,34.9,3.5,6,0
2023-07-24,center_houston,Houston,97,34.8,0.4,0,0
2023-07-25,center_houston,Houston,107,34.7,1.5,1,0
2023-07-26,center_houston,Houston,90,35.0,1.7,2,0
2023-07-27,center_houston,Houston,103,34.2,2.6,3,0
2023-07-28,center_houston,Houston,86,34.5,0.0,4,0
2023-07-29,center_houston,Houston,69,34.8,0.3,5,0
2023-07-30,center_houston,Houston,41,36.0,0.0,6,0
2023-07-31,center_houston,Houston,82,37.4,0.0,0,0
2023-08-01,center_houston,Houston,80,36.3,0.7,1,0
2023-08-02,center_houston,Houston,75,36.9,0.0,2,0
2023-08-03,center_houston,Houston,83,37.0,0.2,3,0
2023-08-04,center_houston,Houston,64,37.3,0.0,4,0
2023-08-05,center_houston,Houston,55,38.2,0.0,5,0
2023-08-06,center_houston,Houston,41,38.2,0.0,6,0
2023-08-07,center_houston,Houston,75,37.9,0.0,0,0
2023-08-08,center_houston,Houston,74,38.8,0.1,1,0
2023-08-09,center_houston,Houston,78,38.4,0.2,2,0
2023-08-10,center_houston,Houston,75,38.5,0.0,3,0
2023-08-11,center_houston,Houston,68,39.0,0.0,4,0
2023-08-12,center_houston,Houston,54,39.5,0.0,5,0
2023-08-13,center_houston,Houston,43,39.5,0.2,6,0
2023-08-14,center_houston,Houston,70,39.2,0.0,0,0
2023-08-15,center_houston,Houston,75,39.5,0.0,1,0
2023-08-16,center_houston,Houston,86,38.5,0.0,2,0
2023-08-17,center_houston,Houston,68,39.1,0.0,3,0
2023-08-18,center_houston,Houston,64,38.8,0.0,4,0
2023-08-19,center_houston,Houston,48,38.8,0.2,5,0
2023-08-20,center_houston,Houston,42,39.8,0.0,6,0
2023-08-21,center_houston,Houston,79,39.2,0.0,0,0
2023-08-22,center_houston,Houston,100,35.0,1.3,1,0
2023-08-23,center_houston,Houston,72,37.7,0.0,2,0
2023-08-24,center_houston,Houston,81,40.2,0.0,3,0
2023-08-25,center_houston,Houston,69,37.8,0.1,4,0
2023-08-26,center_houston,Houston,54,39.2,0.0,5,0
2023-08-27,center_houston,Houston,41,41.7,0.0,6,0
2023-08-28,center_houston,Houston,75,37.7,0.1,0,0
2023-08-29,center_houston,Houston,86,36.5,0.0,1,0
2023-08-30,center_houston,Houston,83,37.5,0.0,2,0
2023-08-31,center_houston,Houston,74,36.5,0.0,3,0
2023-09-01,center_houston,Houston,70,36.9,0.0,4,0
2023-09-02,center_houston,Houston,52,35.9,1.4,5,0
2023-09-03,center_houston,Houston,40,35.7,0.0,6,0
2023-09-04,center_houston,Houston,39,35.1,1.4,0,1
2023-09-05,center_houston,Houston,82,36.0,1.2,1,0
2023-09-06,center_houston,Houston,85,36.7,0.1,2,0
2023-09-07,center_houston,Houston,74,38.0,0.0,3,0
2023-09-08,center_houston,Houston,66,39.3,0.6,4,0
2023-09-09,center_houston,Houston,50,36.8,0.5,5,0
2023-09-10,center_houston,Houston,56,35.0,0.0,6,0
2023-09-11,center_houston,Houston,89,34.8,0.0,0,0
2023-09-12,center_houston,Houston,74,35.8,0.0,1,0
2023-09-13,center_houston,Houston,90,34.2,0.7,2,0
2023-09-14,center_houston,Houston,68,30.6,36.3,3,0
2023-09-15,center_houston,Houston,74,30.5,13.0,4,0
2023-09-16,center_houston,Houston,68,30.4,2.1,5,0
2023-09-17,center_houston,Houston,50,31.5,0.8,6,0
2023-09-18,center_houston,Houston,101,31.8,0.0,0,0
2023-09-19,center_houston,Houston,94,32.0,0.0,1,0
2023-09-20,center_houston,Houston,100,33.5,0.0,2,0
2023-09-21,center_houston,Houston,96,33.8,0.5,3,0
2023-09-22,center_houston,Houston,82,33.8,3.2,4,0
2023-09-23,center_houston,Houston,68,34.7,0.7,5,0
2023-09-24,center_houston,Houston,41,36.0,0.2,6,0
2023-09-25,center_houston,Houston,64,30.5,25.1,0,0
2023-09-26,center_houston,Houston,94,32.2,1.5,1,0
2023-09-27,center_houston,Houston,94,31.4,6.1,2,0
2023-09-28,center_houston,Houston,91,32.3,4.7,3,0
2023-09-29,center_houston,Houston,77,32.8,0.7,4,0
2023-09-30,center_houston,Houston,59,34.3,0.0,5,0
2023-10-01,center_houston,Houston,51,34.5,0.0,6,0
2023-10-02,center_houston,Houston,95,33.8,0.0,0,0
2023-10-03,center_houston,Houston,78,28.4,27.2,1,0
2023-10-04,center_houston,Houston,81,29.8,11.6,2,0
2023-10-05,center_houston,Houston,68,25.9,38.1,3,0
2023-10-06,center_houston,Houston,81,29.1,0.0,4,0
2023-10-07,center_houston,Houston,64,25.6,0.0,5,0
2023-10-08,center_houston,Houston,54,23.0,0.0,6,0
2023-10-09,center_houston,Houston,46,27.0,0.0,0,1
2023-10-10,center_houston,Houston,93,25.6,0.0,1,0
2023-10-11,center_houston,Houston,80,23.4,34.4,2,0
2023-10-12,center_houston,Houston,101,25.4,0.0,3,0
2023-10-13,center_houston,Houston,78,28.2,2.7,4,0
2023-10-14,center_houston,Houston,69,26.0,1.1,5,0
2023-10-15,center_houston,Houston,47,21.5,0.0,6,0
2023-10-16,center_houston,Houston,99,20.1,0.0,0,0
2023-10-17,center_houston,Houston,100,21.5,0.0,1,0
2023-10-18,center_houston,Houston,92,27.4,0.0,2,0
2023-10-19,center_houston,Houston,95,29.4,0.0,3,0
2023-10-20,center_houston,Houston,83,31.7,0.0,4,0
2023-10-21,center_houston,Houston,60,32.1,0.0,5,0
2023-10-22,center_houston,Houston,53,29.4,0.4,6,0
2023-10-23,center_houston,Houston,82,29.3,13.2,0,0
2023-10-24,center_houston,Houston,94,29.6,0.0,1,0
2023-10-25,center_houston,Houston,107,29.0,2.1,2,0
2023-10-26,center_houston,Houston,76,28.5,8.0,3,0
2023-10-27,center_houston,Houston,79,29.4,7.8,4,0
2023-10-28,center_houston,Houston,63,28.7,0.8,5,0
2023-10-29,center_houston,Houston,54,28.4,3.4,6,0
